job_title,company_name,location,salary_range,job_type,experience_level,education_req,job_requirements,posted_date,source_platform
Backend Developer,PT Inovasi Teknokarya Nusantara,"Bandung,Jawa Barat","Rp 1,9 jt-2,1 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +7,2 hari yang lalu,glints
Backend Developer,PT Gemilang Bisnis Universal,"Tangerang Selatan,Banten",Rp 7 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Python | +6,2 hari yang lalu,glints
Backend Developer,PT. ASABA DIGITAL INNOTECH,"Jakarta Selatan,DKI Jakarta",Rp 7 jt-11 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Go / Golang,6 jam yang lalu,glints
Backend Developer,ADI Consulting,"Tangerang Selatan,Banten",Rp 11 jt-15 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Warehouse Management | +3,4 hari yang lalu,glints
Backend Golang Developer,PT Aktualisasi Gratia Talenta Indonesia,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Kontrak,5–10 tahun,Minimal Diploma (D1 - D4),+5 | Remote/Dari rumah,4 hari yang lalu,glints
Backend Developer (Intermediate/Senior Backend Developer),PT YAKIN BERTUMBUH SEKURITAS,"Surabaya,Jawa Timur",Rp 7 jt-8 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+5 | Go / Golang,10 hari yang lalu,glints
Backend Developer (Golang),PT Inosoft Trans Sistem,"Surabaya,Jawa Timur",Rp 7 jt-10 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+4 | Remote/Dari rumah,17 hari yang lalu,glints
Backend Developer,Komerce,"Kab. Purbalingga,Jawa Tengah",Rp 2 jt-5 jt,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+2 | Go / Golang | RabbitMQ,Kemarin,glints
Golang Developer Backend,PT Entrepreneur Trust Digital,"Jakarta Pusat,DKI Jakarta",Rp 8 jt-11 jt,Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),+5 | Docker,Kemarin,glints
Backend Developer,PT GDC Multi Sarana (Jakarta),"Jakarta Selatan,DKI Jakarta",Rp 10 jt-15 jt,Penuh Waktu,3–5 tahun,Minimal SMA/SMK,+4 | PostgreSQL,12 hari yang lalu,glints
BACKEND DEVELOPER,ITOMMEY Bintang Indonesia,"Jakarta Selatan,DKI Jakarta","Rp 6 jt-7,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Python | +3,28 hari yang lalu,glints
Backend Developer,PT Intersolusi Teknologi Asia (BTS.id),"Bandung,Jawa Barat","Rp 5 jt-7,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Angular.js | +19,14 jam yang lalu,glints
Backend Developer,Pt Eigen Trimathema,"Bandung,Jawa Barat",Rp 5 jt-7 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+9 | Time Management,3 hari yang lalu,glints
Scala/Java Backend Developer,Nolimit Indonesia,"Bandung,Jawa Barat","Rp 4,8 jt-7,2 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+4 | Java,8 hari yang lalu,glints
Backend Java Developer,Cyber Olympus,"Kab. Sleman,DI Yogyakarta",Rp 24 jt-28 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),PostgreSQL | +12,2 hari yang lalu,glints
Backend Developer (.NET),PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta","Rp 5 jt-8,5 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),+5 | NoSQL,3 hari yang lalu,glints
Backend Java Developer,PT. Vlink Consulting Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 8 jt-20 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+2 | Java,3 hari yang lalu,glints
Backend Java Developer,Pt Kulego Tiga Kreasi,"Jakarta Selatan,DKI Jakarta",Rp 7 jt-13 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Quarkus | +4,22 hari yang lalu,glints
Backend Developer (Node.js),PT Imecon Teknindo,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-11 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+19 | Microsoft SQL Server,10 hari yang lalu,glints
Lead Backend Developer,PT. Barrans Global Mandiri,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Kontrak,5–10 tahun,Minimal Sarjana (S1),+6 | apache kafka,21 hari yang lalu,glints
Backend Developer - Internship,Peduly,"Surabaya,Jawa Timur",Rp 1 jt-1 jt,Magang,Not Specified,Minimal Sarjana (S1),+2 | Hybrid | Laravel Framework,18 hari yang lalu,glints
[INTERN] Backend Developer,Meda,"Surabaya,Jawa Timur",Tidak Ditampilkan,Magang,Not Specified,Minimal Diploma (D1 - D4),+7 | HTTP | Go / Golang,12 jam yang lalu,glints
Backend Developer Specialist,SIMANTEK,"Jakarta Pusat,DKI Jakarta",Rp 8 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),PostgreSQL | +8,8 hari yang lalu,glints
Backend Developer - Internship,Rintisar,"Surabaya,Jawa Timur",Tidak Ditampilkan,Magang,Not Specified,Minimal Sarjana (S1),Hybrid | Laravel | +9,2 hari yang lalu,glints
Frontend Developer,PT Code Development Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 7 jt-10 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Front-End Architecture | +3,Kemarin,glints
Frontend Developer,PT Pronata Data Insani,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),React Native | +7,3 hari yang lalu,glints
Frontend Developer,Delta HQ,"Surabaya,Jawa Timur",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | JavaScript,4 hari yang lalu,glints
Frontend Developer,PT Talent Placement Consulting Indonesia,"Jakarta Utara,DKI Jakarta",Rp 7 jt-9 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+2 | Next.Js,14 hari yang lalu,glints
Frontend Developer,GlobalXtreme,"Kab. Badung,Bali",Rp 6 jt-8 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+6 | React.js,15 hari yang lalu,glints
Frontend Developer,PT. Barrans Global Mandiri,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),Vue.js | +9,21 hari yang lalu,glints
Frontend Developer,PT KODE KOLEKTIF INDONESIA,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),Next.Js | +3,14 jam yang lalu,glints
Frontend Developer,PT. Solusi Kode Indonesia,"Jakarta Selatan,DKI Jakarta","Rp 6,5 jt-8,5 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+13 | Remote/Dari rumah,Kemarin,glints
Frontend Developer,Slameticon Digital Valley,"Kab. Banyumas,Jawa Tengah",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Next.Js | +8,Kemarin,glints
Frontend Developer,PT Aktivitas Insani Madani (AKSIMA),"Kab. Ngawi,Jawa Timur","Rp 1,5 jt-2,5 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),+4 | React.js | JavaScript,2 hari yang lalu,glints
Frontend Developer,PT. Vlink Consulting Indonesia,"Jakarta Utara,DKI Jakarta",Rp 8 jt-15 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),PHP | +5,4 hari yang lalu,glints
Frontend Developer,PT GDC Multi Sarana (Jakarta),"Jakarta Selatan,DKI Jakarta",Rp 10 jt-15 jt,Penuh Waktu,3–5 tahun,Minimal SMA/SMK,+6 | Frontend Development,12 hari yang lalu,glints
Frontend Developer (Remote),Digizone Clothing,"Kab. Bantul,DI Yogyakarta",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+5 | Remote/Dari rumah,7 hari yang lalu,glints
FrontEnd Developer Lead,PT. Barrans Global Mandiri,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Kontrak,5–10 tahun,Minimal Sarjana (S1),React Native | +8,21 hari yang lalu,glints
Frontend Engineer developer,PT Cakra Tekno Nusantara,"Kab. Tangerang,Banten","Rp 4,6 jt-7 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),HTML | +5,Kemarin,glints
Frontend Developer Internship,PT RAHADHYAN INTEGRASI NUSANTARA (Ayo Satu) - Tasik,"Bandung,Jawa Barat","Rp 1 jt-1,5 jt",Magang,Not Specified,Minimal SMA/SMK,Hybrid | jQuery | +3,14 hari yang lalu,glints
Frontend Developer - Internship,Peduly,"Surabaya,Jawa Timur",Rp 1 jt-1 jt,Magang,Not Specified,Minimal Sarjana (S1),+2 | Hybrid | Ionic Framework,18 hari yang lalu,glints
"Frontend Developer (Reactjs, Nuxtjs)",PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta","Rp 5,8 jt-8 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Vue.js | +8,10 hari yang lalu,glints
Internship - Frontend Developer (ReactJs),Sekawan Media,"Kab. Malang,Jawa Timur",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,Hybrid | +4 | MySQL,Kemarin,glints
Frontend Developer — WordPress/WooCommerce & Shopify,The Loud Minority Communication,"Kab. Tangerang,Banten","Rp 5 jt-7,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Figma | +7,8 jam yang lalu,glints
Frontend Developer - Banking Client,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta","Rp 6 jt-8,5 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),+2 | React.js,23 hari yang lalu,glints
Frontend Programmer,IMAJIKU Website & Mobile Apps Developer,"Kab. Sleman,DI Yogyakarta","Rp 3,4 jt-5,1 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Hybrid | +13,8 hari yang lalu,glints
Frontend Android Developer,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta",Rp 9 jt-11 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+3 | Frontend Development,18 hari yang lalu,glints
Frontend Developer for Banking Industry,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta",Rp 9 jt-11 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),jQuery | +8,10 jam yang lalu,glints
Frontend & Mobile Developer,PT. ABADI PERKASA BERSAMA DIGITAL SOLUTIONS,"Kab. Tangerang,Banten","Rp 5 jt-6,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Angular.js | +7,3 hari yang lalu,glints
Frontend Engineer,Alphalitical,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-7 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),Hybrid | +5,18 hari yang lalu,glints
Frontend Engineer,PT. Suteki Karya Nusantara,"Bandung,Jawa Barat",Rp 5 jt-7 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+9 | GIT,25 hari yang lalu,glints
Frontend Developer (ReactJS) - (BSD Tangerang),Pt Platinumetrix Global Inovasi,"Jakarta Selatan,DKI Jakarta","Rp 6,5 jt-11 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | ReactJs,3 hari yang lalu,glints
Fullstack Programmer (Frontend & Backend Developer),Edu Global School,"Bandung,Jawa Barat","Rp 4 jt-4,2 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),HTML | +9,7 hari yang lalu,glints
Frontend Angular,UNICTIVE,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+6 | CSS,4 hari yang lalu,glints
Full Stack Developer,Pt Vanz Inovatif Teknologi (qbit),"Jakarta Selatan,DKI Jakarta",Rp 8 jt-11 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+5 | React.js,8 jam yang lalu,glints
Full Stack Developer,PT Nesta Indo Media,"Kab. Semarang,Jawa Tengah","Rp 2,8 jt-3,5 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+6 | React Js,27 hari yang lalu,glints
Full Stack Developer,GlobalXtreme,"Kab. Badung,Bali",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Go / Golang | +9,6 hari yang lalu,glints
Full Stack Developer,PT Super Media Indonesia,"Depok,Jawa Barat",Rp 5 jt-7 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+3 | PostgreSQL,7 hari yang lalu,glints
FULL STACK DEVELOPER,PT. Golden Flexible Packaging,"Kab. Tangerang,Banten",Rp 5 jt-7 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+3 | MySQL,10 hari yang lalu,glints
Full Stack Developer,PT FOMO INOVASI TEKNOLOGI,"Bandung,Jawa Barat",Rp 4 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,PHP | +9,10 hari yang lalu,glints
Full Stack Developer,Konten.com,"Tangerang,Banten","Rp 5 jt-7,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),JavaScript | +3,15 hari yang lalu,glints
Full Stack Developer,Mitra Cakra Digital,"Kab. Bogor,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+9 | JavaScript,21 hari yang lalu,glints
Full Stack Developer,SJA Textile Bandung,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+7 | Redis,27 hari yang lalu,glints
Full Stack Developer,Pt Itpreneur Indonesia Technology,"Surabaya,Jawa Timur",Rp 4 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+9 | PostgreSQL,4 hari yang lalu,glints
Full Stack Developer,Saraga Indonesia,"Jakarta Barat,DKI Jakarta","Rp 4,2 jt-6,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +10,10 hari yang lalu,glints
Full Stack Developer,IT Solution,"Kab. Sleman,DI Yogyakarta",Rp 2 jt-3 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,+2 | React.js | Laravel,30 hari yang lalu,glints
Full Stack Developer,PT RIN Group,"Tangerang Selatan,Banten",Rp 8 jt-12 jt,Penuh Waktu,5–10 tahun,Minimal Diploma (D1 - D4),+11 | jQuery,14 hari yang lalu,glints
Full Stack Developer,Iweka Digital Solusi,"Medan,Sumatera Utara",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+14 | MySQL,18 hari yang lalu,glints
Full Stack Developer,PT INOVATOR DIGITAL NUSANTARA,"Cirebon,Jawa Barat","Rp 2,3 jt-3,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+5 | JavaScript,2 hari yang lalu,glints
Full Stack Developer,PT Panduwan Aditian Teknologi,"Jakarta Barat,DKI Jakarta","Rp 4,1 jt-6 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+7 | Go / Golang,4 hari yang lalu,glints
Full Stack Developer,Putra Jasa International Patent,"Jakarta Utara,DKI Jakarta","Rp 5,2 jt-7,8 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Node.js,8 hari yang lalu,glints
Full Stack Developer,PT. Fortech Indotama,"Jakarta Selatan,DKI Jakarta","Rp 6,4 jt-9,6 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),JavaScript | +3,10 hari yang lalu,glints
Full Stack Developer,PT Ravelware Technology Indonesia,"Bekasi,Jawa Barat",Rp 6 jt-7 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),Hybrid | +6,8 hari yang lalu,glints
Full Stack Developer,PT SPEND GROUP INTERNASIONAL,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+5 | JavaScript,9 hari yang lalu,glints
Full Stack Developer,PT. Hexacode Teknologi Indonesia,"Tangerang Selatan,Banten",Rp 5 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),MongoDB | +11,2 hari yang lalu,glints
Full Stack Developer,PT SUKA PROFIT BERKAH,"Bogor,Jawa Barat",Rp 3 jt-5 jt,Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),PostgreSQL | +9,9 hari yang lalu,glints
Full Stack Developer,Goseki Manufacturing Indonesia,"Tangerang,Banten",Rp 5 jt-8 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+9 | Bootstrap,14 hari yang lalu,glints
Full Stack Developer,Solutech Indonesia Maju,"Jakarta Pusat,DKI Jakarta","Rp 7 jt-9,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+6 | TypeScript,15 hari yang lalu,glints
Full Stack Developer,Canggu Ink Club,"Kab. Badung,Bali",Rp 15 jt-20 jt,Kontrak,1–3 tahun,Minimal SD,+7 | jQuery,16 hari yang lalu,glints
Full Stack Developer,PT. Azaya Fiber Nusantara,"Kab. Bogor,Jawa Barat",Rp 4 jt-6 jt,Penuh Waktu,Not Specified,Minimal Sarjana (S1),Next.Js | +9 | Express.Js,18 hari yang lalu,glints
Full Stack Developer,PT Nayaka Pratama,"Jakarta Timur,DKI Jakarta","Rp 4,5 jt-5,5 jt",Kontrak,3–5 tahun,Minimal Diploma (D1 - D4),Claude | +12,15 hari yang lalu,glints
Full Stack Developer,DeskTeam360.com,"Malang,Jawa Timur",Rp 5 jt-7 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +12,9 hari yang lalu,glints
Full Stack Developer,KIMSUPPLY WARUNGMARENTA JOYJAN,"Cimahi,Jawa Barat",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,PostgreSQL | +9,27 hari yang lalu,glints
Web Developer,PT Sukses Mulia Seimbang,"Kab. Sukoharjo,Jawa Tengah",Rp 2 jt-3 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | HTML,Kemarin,glints
Web Developer,Uprint.id,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+10 | C++,19 hari yang lalu,glints
Web Developer,PT. Inovasi Mitra Sejati,"Tangerang,Banten","Rp 5,4 jt-6 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),C# | +9 | PostgreSQL,30 hari yang lalu,glints
Web Developer,PT GIOTECH ARTHA CEMERLANG,"Pasuruan,Jawa Timur",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,JavaScript | +3,Kemarin,glints
Web Developer,Kan Jia Indonesia,"Jakarta Timur,DKI Jakarta",Rp 7 jt-8 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+7 | CSS,3 hari yang lalu,glints
Web Developer,UPVC BALI SOLUTION,"Denpasar,Bali",Rp 5 jt-7 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),JavaScript | +8,3 hari yang lalu,glints
Web Developer,Jogja Tama,"Kab. Sleman,DI Yogyakarta","Rp 2,8 jt-3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | PHP,20 hari yang lalu,glints
Web Developer,CV Mediatama Solo,"Kab. Karanganyar,Jawa Tengah",Rp 2 jt-3 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Android Development | +8,16 hari yang lalu,glints
Web Developer,Minilemon,"Surabaya,Jawa Timur",Rp 10 jt,Freelance,3–5 tahun,Minimal SMA/SMK,Hybrid | +6,30 hari yang lalu,glints
Web Developer,Intishaka Global Solusindo,"Jakarta Selatan,DKI Jakarta",Rp 5 jt-7 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),jQuery | +8,12 jam yang lalu,glints
Web Developer,LOGO DE CORPS,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+3 | MySQL,31 hari yang lalu,glints
WEB DEVELOPER,EveTech Solution,"Kab. Sukoharjo,Jawa Tengah","Rp 1,2 jt-1,5 jt",Paruh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+11 | Problem Solving,6 hari yang lalu,glints
Web Developer,Akur Optik 55,"Kab. Bantul,DI Yogyakarta","Rp 4 jt-4,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | JavaScript,Kemarin,glints
Web Developer,Pt. Nusantara Berkah Digital,"Kab. Bantul,DI Yogyakarta","Rp 3 jt-4,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Vue.js | +3,8 hari yang lalu,glints
Web Developer,PT. Alltrek Outdoorindo Perkasa,"Jakarta Barat,DKI Jakarta",Rp 8 jt-10 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | JavaScript,8 hari yang lalu,glints
Web Developer,PT Tri Cahya Purnama,"Semarang,Jawa Tengah","Rp 3,5 jt-5 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+6 | Frontend Development,20 hari yang lalu,glints
Web Developer,Pt.maxima Global Teknologi,"Bandung,Jawa Barat","Rp 3,2 jt-5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | PostgreSQL,31 hari yang lalu,glints
Web Developer,Adibayu Gajah Semakmur,"Kab. Sleman,DI Yogyakarta",Rp 4 jt-6 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+5 | MySQL,21 hari yang lalu,glints
Web Developer,Andini Dental,"Kab. Sleman,DI Yogyakarta",Rp 2 jt-3 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,Hybrid | HTML | +8,13 jam yang lalu,glints
Web Developer,Pt. Aksamala Adi Andana,"Kab. Sleman,DI Yogyakarta","Rp 4 jt-5,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Website Management | +11,4 hari yang lalu,glints
Web Developer,Ohana Suites Yogyakarta,"Yogyakarta,DI Yogyakarta",Rp 2 jt-3 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+3 | Remote/Dari rumah,7 hari yang lalu,glints
Web Developer,CV Langgeng sukses berkah,"Kab. Sukoharjo,Jawa Tengah","Rp 2 jt-2,3 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Code Review | +5,30 hari yang lalu,glints
Fullstack Web Developer,PT Bravo Satria Perkasa,"Jakarta Timur,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+16 | Vue.js,7 hari yang lalu,glints
Fullstack Web Developer,Kelanara Studio,"Bogor,Jawa Barat",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,+3 | Laravel | Express.Js,5 hari yang lalu,glints
WordPress Web Developer,PiliPili,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +11,8 hari yang lalu,glints
JUNIOR WEB DEVELOPER,INIXINDO,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal SMA/SMK,Wireframing | +6 | Search Engine Optimization (SEO),25 hari yang lalu,glints
Web Developer WFO,jobnation,"Malang,Jawa Timur","Rp 1,5 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,+2 | PHP | JavaScript,4 hari yang lalu,glints
Web Developer (Wordpress),Tempat Belajar,"Kab. Sleman,DI Yogyakarta","Rp 2,6 jt-3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+5 | Remote/Dari rumah,7 hari yang lalu,glints
Mobile Developer,PT Safepedia Global Teknologi,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-8 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+6 | Xcode,18 hari yang lalu,glints
Mobile Developer,PT Rumah Perawatan Indonesia,"Kab. Bekasi,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+5 | Android Development,22 hari yang lalu,glints
Mobile Developer,PT Sigma Global Teknologi,"Jakarta Utara,DKI Jakarta",Rp 9 jt-11 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+6 | Kotlin,4 hari yang lalu,glints
Mobile Developer,PT Hireup Solusi Talenta,"Jakarta Barat,DKI Jakarta",Rp 6 jt-8 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+3 | Flutter,7 jam yang lalu,glints
Mobile Developer,PT NEARBY DIGITAL INDONESIA,"Kab. Bogor,Jawa Barat",Rp 8 jt-15 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +10,9 jam yang lalu,glints
Mobile Developer,PT Gracia Visi Pratama,"Semarang,Jawa Tengah","Rp 3,7 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Restful API | +9,14 hari yang lalu,glints
Mobile Developer,"PT ENSEVAL PUTERA MEGATRADING, TBK","Jakarta Timur,DKI Jakarta",Rp 7 jt-9 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+3 | Mobile Development,Kemarin,glints
Mobile Developer,Booking To Go,"Jakarta Barat,DKI Jakarta",Rp 6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+3 | Android Development,Kemarin,glints
Mobile Developer,PT. Vlink Consulting Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 8 jt-14 jt,Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),Angular.js | +6,17 hari yang lalu,glints
Mobile Developer (Flutter),Yayasan Bantu Bersama Sejahtera,"Yogyakarta,DI Yogyakarta","Rp 2,5 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Restful API,5 jam yang lalu,glints
Senior Mobile Developer,PT Teknologi Struktur Berantai,"Jakarta Selatan,DKI Jakarta",Rp 12 jt-17 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+5 | Swift,2 hari yang lalu,glints
Junior Mobile Developer,CV. Tomojoyo Niaga,"Kab. Kediri,Jawa Timur",Rp 3 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Hybrid | +10,2 hari yang lalu,glints
Mobile App Flutter Developer,Pt. Triniti Terang Teknologi,"Jakarta Selatan,DKI Jakarta","Rp 1,2 jt-3 jt",Kontrak,1–3 tahun,Minimal SMA/SMK,Hybrid | +5,6 hari yang lalu,glints
Senior Mobile Developer,Darmawan Aryansyah Grup,"Jakarta Selatan,DKI Jakarta",Rp 13 jt-17 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),Swift | +8,9 hari yang lalu,glints
Mobile dan Web Developer,PT. Giga Berkah Teknologi,"Malang,Jawa Timur","Rp 3,5 jt-6 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+7 | JavaScript,2 hari yang lalu,glints
React Native Mobile Developer,PT Sigma Global Teknologi,"Jakarta Utara,DKI Jakarta",Rp 10 jt-10 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+2 | React Native,3 hari yang lalu,glints
Flutter Mobile Developer (IOS & Android),Madebyhumans,"Kab. Badung,Bali",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Remote/Dari rumah | +8,21 hari yang lalu,glints
Mobile App Developer,Mahir Digital,"Depok,Jawa Barat",Rp 6 jt-10 jt,Freelance,3–5 tahun,Minimal Sarjana (S1),Hybrid | +4,15 hari yang lalu,glints
